"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"4602715","2021-09-01T18:00:00","28.75","-121.72",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","205",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-01T18:00:00","29.08","-123.61",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","199",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-01T18:00:00","22.64","-127.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-01T19:00:00","28.74","-121.73",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-01T19:00:00","22.63","-127.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602718","2021-09-01T19:01:00","29.08","-123.61",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","199",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-01T20:00:00","28.74","-121.73",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","208",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-01T20:00:00","29.08","-123.60",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","199",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-01T20:00:00","22.63","-127.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602710","2021-09-01T21:00:00","23.64","-121.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,,"237","31","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-01T21:00:00","28.73","-121.73",,,"1","4","2","5",,,"11",,,,,,,,,"10131",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-01T21:00:00","29.08","-123.60",,,"1","4","2","5",,,"11",,,,,,,,,"10136",,,"8",,,,,"9","199",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-01T21:00:00","22.63","-127.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-01T22:00:00","28.73","-121.74",,,"1","4","2","5",,,"11",,,,,,,,,"10127",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-01T22:00:00","29.08","-123.60",,,"1","4","2","5",,,"11",,,,,,,,,"10133",,,"8",,,,,"9","200",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-01T22:00:00","22.62","-127.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-01T23:00:00","28.73","-121.74",,,"1","4","2","5",,,"11",,,,,,,,,"10126",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-01T23:00:00","29.08","-123.60",,,"1","4","2","5",,,"11",,,,,,,,,"10130",,,"8",,,,,"9","200",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-01T23:00:00","22.62","-127.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602710","2021-09-02T00:00:00","23.64","-121.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"237","31","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-02T00:00:00","28.73","-121.75",,,"1","4","2","5",,,"11",,,,,,,,,"10124",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-02T00:00:00","29.08","-123.59",,,"1","4","2","5",,,"11",,,,,,,,,"10131",,,"8",,,,,"9","200",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-02T00:00:00","22.62","-127.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"9V9923","2021-09-02T00:00:00","27.70","-129.30",,,"1","6","2","5","9",,"1",,"30","3","87","1","98","2",,"10190",,,"8","250",,,,"3","208","7",,"A","A","A","A",,,"3",,,,"237","79","798","172","5","1","2","2","11111F","1111A11AA113AA",,"5",,,,
"4602715","2021-09-02T01:00:00","28.73","-121.75",,,"1","4","2","5",,,"11",,,,,,,,,"10125",,,"8",,,,,"9","209",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-02T01:00:00","29.08","-123.59",,,"1","4","2","5",,,"11",,,,,,,,,"10131",,,"8",,,,,"9","199",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-02T01:00:00","22.62","-127.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-02T02:00:00","28.74","-121.75",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,"9","208",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-02T02:00:00","29.07","-123.59",,,"1","4","2","5",,,"11",,,,,,,,,"10133",,,"8",,,,,"9","199",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-02T02:00:00","22.60","-127.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602710","2021-09-02T03:00:00","23.61","-121.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,,"237","31","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602718","2021-09-02T03:00:00","29.07","-123.59",,,"1","4","2","5",,,"11",,,,,,,,,"10137",,,"8",,,,,"9","199",,,,,,,,,,,,,"237","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-02T03:00:00","22.60","-127.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-02T03:01:00","28.73","-121.74",,,"1","4","2","5",,,"11",,,,,,,,,"10132",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-02T04:00:00","28.73","-121.74",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","206",,,,,,,,,,,,,"237","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-02T04:00:00","29.07","-123.58",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","199",,,,,,,,,,,,,"237","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
