"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"5102593","2021-09-01T01:00:00","25.25","-147.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T02:00:00","29.76","-140.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,"235","90","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T02:00:00","29.79","-147.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T02:00:00","28.17","-146.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"235","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T02:00:00","24.86","-146.34",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","46","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T02:00:00","29.90","-148.45",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,,"9","247",,,,,,,,,,,,"235","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T02:00:00","22.82","-149.45",,,"1","4","2","5",,,"11",,,,,,,,,"10144",,,"8",,,,,"9","257",,,,,,,,,,,,"235","29","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T02:00:00","25.25","-147.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T03:00:00","29.75","-140.02",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,"235","90","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T03:00:00","29.80","-147.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T03:00:00","28.17","-146.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"235","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T03:00:00","24.86","-146.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","46","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T03:00:00","29.90","-148.46",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","247",,,,,,,,,,,,"235","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T03:00:00","22.81","-149.44",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","257",,,,,,,,,,,,"235","29","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T03:00:00","25.26","-147.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T04:00:00","29.75","-140.03",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T04:00:00","29.80","-147.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T04:00:00","28.17","-146.34",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T04:00:00","24.86","-146.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T04:00:00","29.89","-148.45",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T04:00:00","22.81","-149.43",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,"9","256",,,,,,,,,,,,"235","29","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T04:00:00","25.26","-147.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T05:00:00","29.75","-140.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T05:00:00","29.81","-147.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T05:00:00","28.17","-146.34",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T05:00:00","24.86","-146.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T05:00:00","29.89","-148.45",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T05:00:00","22.81","-149.43",,,"1","4","2","5",,,"11",,,,,,,,,"10154",,,"8",,,,,"9","256",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T05:00:00","25.26","-147.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T06:00:00","29.74","-140.05",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T06:00:00","29.81","-147.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T06:00:00","28.17","-146.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T06:00:00","24.86","-146.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T06:00:00","29.88","-148.46",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T06:00:00","22.80","-149.43",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","255",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T06:00:00","25.26","-147.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T07:00:00","29.74","-140.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T07:00:00","29.82","-147.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T07:00:00","28.17","-146.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T07:00:00","24.86","-146.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T07:00:00","29.87","-148.46",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T07:00:00","22.80","-149.42",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","255",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T07:00:00","25.26","-147.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T08:00:00","29.74","-140.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","229",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T08:00:00","29.83","-147.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T08:00:00","28.16","-146.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T08:00:00","24.87","-146.40",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T08:00:00","29.87","-148.47",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T08:00:00","22.79","-149.42",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","255",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T08:00:00","25.25","-147.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T09:00:00","29.74","-140.08",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","228",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T09:00:00","29.83","-147.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T09:00:00","28.16","-146.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T09:00:00","24.87","-146.40",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T09:00:00","29.86","-148.48",,,"1","4","2","5",,,"11",,,,,,,,,"10207",,,"8",,,,,"9","245",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T09:00:00","22.79","-149.41",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","255",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T09:00:00","25.25","-147.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T10:00:00","29.73","-140.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","228",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T10:00:00","29.83","-147.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T10:00:00","28.16","-146.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T10:00:00","24.88","-146.40",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T10:00:00","29.86","-148.48",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","245",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T10:00:00","22.78","-149.41",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","254",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T10:00:00","25.25","-147.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-01T11:00:00","29.73","-140.11",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","228",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T11:00:00","28.16","-146.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T11:00:00","24.88","-146.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T11:00:00","29.85","-148.49",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,,"9","245",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601837","2021-09-01T11:00:00","22.78","-149.40",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","254",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"2101604","2021-09-01T12:00:00","29.73","-140.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","227",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201749","2021-09-01T12:00:00","28.60","-147.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T12:00:00","28.17","-146.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T12:00:00","24.89","-146.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T12:00:00","29.85","-148.49",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,,"9","245",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T12:00:00","25.25","-147.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601837","2021-09-01T12:04:00","22.77","-149.40",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","254",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"2101604","2021-09-01T13:00:00","29.74","-140.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","228",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T13:00:00","29.84","-147.52",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T13:00:00","28.17","-146.43",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T13:00:00","24.89","-146.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T13:00:00","29.85","-148.50",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","245",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T13:00:00","25.25","-147.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601837","2021-09-01T13:04:00","22.76","-149.40",,,"1","4","2","5",,,"11",,,,,,,,,"10154",,,"8",,,,,"9","254",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"2101604","2021-09-01T14:00:00","29.74","-140.14",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","228",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T14:00:00","29.85","-147.52",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-01T14:00:00","28.18","-146.44",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","241",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-01T14:00:00","24.89","-146.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-01T14:00:00","29.84","-148.50",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","245",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-01T14:00:00","25.25","-147.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601837","2021-09-01T14:01:00","22.76","-149.39",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","254",,,,,,,,,,,,"235","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"2101604","2021-09-01T15:00:00","29.74","-140.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","228",,,,,,,,,,,,"235","90","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-01T15:00:00","29.85","-147.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
