"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4804036","2024-09-01T00:00:00","28.84","-70.78",,,"1","3","2","5",,,"11",,,,,,,,,"10178",,,,,,,,,,,,,,,,,,,,,,"242","80","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,,,,
"5802000","2024-09-01T00:00:00","29.15","-71.79",,,"1","3","2","5",,,"11",,,,,,,,,"10173",,,,,,,,,,,,,,,,,,,,,,"242","91","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,,,,
"6203616","2024-09-01T00:00:00","21.04","-73.12",,,"1","3","2","5",,,"11",,,,,,,,,"10137",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"6203636","2024-09-01T00:00:00","23.18","-75.11",,,"1","3","2","5",,,"11",,,,,,,,,"10146",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"7810291","2024-09-01T00:00:00","26.72","-73.75",,,"1","3","2","5",,,"11",,,,,,,,,"10165",,,,,,,,,,,,,,,,,,,,,,"242","63","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,,,,
"9HA3047","2024-09-01T00:00:00","25.80","-77.70",,,"1","5","2","5","2","1","1",,,,,,,,,"10148","8","3","8",,,"204","195",,,,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","F6FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"9HA5296","2024-09-01T00:00:00","23.20","-78.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10126","5","6","8","275",,"275","275",,,,,"A",,"A","A",,,,,,,"242","38","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"AFE735V","2024-09-01T00:00:00","27.61","-74.13",,,"1","5","2","5","8","3","1",,"60",,"131",,,,,"10166","4","0",,,,,,,,,,,,,,,,,,,,"242","74","798","172","5","0",,"1","FF111F","11AAA1AAAAAAA1",,"5",,,,,,,,,,,
"AJB6RPY","2024-09-01T00:00:00","27.60","-74.13",,,"1","6","2","5","9",,"1",,,,,,,,,,,,"8",,,,,,"296",,,,,,,,,,,,,"242","74","798","172","5","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"5",,,,,,,,,,,
"C6ER7","2024-09-01T00:00:00","21.00","-74.70",,,"1","5","2","5","2","5","1",,,,,,,,,"10149","3","4","8","291",,"278","273",,,,,"A",,"A","A",,,,,,,"242","14","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6EY2","2024-09-01T00:00:00","25.40","-79.80",,,"1","4","0","0","1","5","1",,,,,,,,,"10130","3","10","0","273","0","248","238",,,,,,"A",,,,,,,,,"242","59","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,,"1",,,,,,,,,,"4"
"C6FA2","2024-09-01T00:00:00","28.00","-79.50",,,"1","4","0","0","3","4","1",,,,,,,,,"10123","5","12","0","267","0","246","238",,,,,,"A",,,,,,,,,"242","89","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,,"1",,,,,,,,,,"4"
"C6FG4","2024-09-01T00:00:00","25.40","-77.10",,,"1","5","2","5","1","2","1",,,,,,,,,"10143","8","2","8","252",,"232","223",,,,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6FN5","2024-09-01T00:00:00","25.30","-75.80",,,"1","4","0","0","8","3","1",,,,,,,,,"10151","5","3","0","267","0","264","264",,,,,,"A",,,,,,,,,"242","55","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,,"1",,,,,,,,,,"4"
"C6GE4","2024-09-01T00:00:00","25.90","-77.70",,,"1","5","2","5","6","4","1",,,,,,,,,"10156","3","8","8","243",,"234","231",,,,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","F2FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6PT7","2024-09-01T00:00:00","24.80","-75.90",,,"1","4","0","0","1","2","1",,,,,,,,,"10156","3","4","0","281","0","274","272",,,,,,"A",,,,,,,,,"242","45","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,,"1",,,,,,,,,,"4"
"C6XS8","2024-09-01T00:00:00","25.80","-77.70",,,"1","4","0","0",,,"1",,,,,,,,,"10163","3","1","0","240","0","229","225",,,,,,"A",,,,,,,,,"242","57","992","114","5","0",,"1","F2FF11","1AAAA1111A8AA1",,,"1",,,,,,,,,,"4"
"C6ZL6","2024-09-01T00:00:00","28.00","-79.80",,,"1","5","2","5","3","3","1",,,,,,,,,"10138","5","3","8","270",,"245","235",,,,,"A",,"A","A",,,,,,,"242","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"H3WI","2024-09-01T00:00:00","25.10","-79.60",,,"1","5","2","5","3","3","1",,,,,,,,,"10141","0","7","8","277",,"266","263",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"KCHV","2024-09-01T00:00:00","25.90","-80.00",,,"1","5","2","5","3","1","1",,,,,,,,,"10119","5","5","8","277",,"251","241",,,,,"A",,"A","A",,,,,,,"241","50","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"SPGF1","2024-09-01T00:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","130","4","41",,,,,"10138","4","0","0","263",,,,,,,,,"A",,,,,,,,,"242","68","995","114","13","0",,"1","F1111F","11AAA11AAA8AA1","31",,"6",,,,,,,,,,"4"
"WDD7905","2024-09-01T00:00:00","26.30","-79.80",,,"1","5","2","5","8","3","1",,,,,,,,,"10128","3","4","8","282",,"277","275",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"WDJ4838","2024-09-01T00:00:00","25.40","-74.80",,,"1","5","2","5","3","5","1",,,,,,,,,"10153","5","1","8","282",,"254","244",,,,,"A",,"A","A",,,,,,,"242","54","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"WLSY","2024-09-01T00:00:00","26.00","-80.00",,,"1","5","2","5","5","1","1",,,,,,,,,"10131","3","2","8","274",,"247","237",,,,,"A",,"A","A",,,,,,,"241","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"WTOI","2024-09-01T00:00:00","25.60","-74.70",,,"1","5","2","5","3","4","1",,,,,,,,,"10163","3","1","8","294",,"256","243",,,,,"A",,"A","A",,,,,,,"242","54","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"4100010","2024-09-01T00:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","131",,"56",,,,,"10151",,,"8","277",,,"223","9","296",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100047","2024-09-01T00:10:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","113",,"20",,,,,"10170",,,"8","292",,,"255","9","300",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100010","2024-09-01T00:20:00","28.90","-78.50",,,"1","5","2","5",,,"11",,"130","1","60",,,,,"10153",,,"8","278",,,"222",,,,,,,,,,,"3","12","7","2","242","88","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,,,,,
"4100047","2024-09-01T00:20:00","27.50","-71.50",,,"1","5","2","5",,,"11",,"110","1","20",,,,,"10170",,,"8","292",,,"256",,,,,,,,,,,"2","12","8","2","242","71","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,,,,,
"4100010","2024-09-01T00:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","129",,"56",,,,,"10155",,,"8","278",,,"224","9","296",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100047","2024-09-01T00:30:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","97",,"20",,,,,"10170",,,"8","292",,,"257","9","300",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100010","2024-09-01T00:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","125",,"57",,,,,"10156",,,"8","279",,,"228","9","296",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100047","2024-09-01T00:40:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","108",,"22",,,,,"10171",,,"8","292",,,"258","9","300",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100010","2024-09-01T00:50:00","28.90","-78.50",,,"1","5","2","5",,,"11",,"130","1","60",,,,,"10155",,,"8","279",,,"227",,,,,,,,,,,"3","14","6","2","242","88","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,,,,,
"4100047","2024-09-01T00:50:00","27.50","-71.50",,,"1","5","2","5",,,"11",,"130","1","20",,,,,"10173",,,"8","291",,,"255",,,,,,,,,,,"2","13","8","2","242","71","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,,,,,
"3EBL5","2024-09-01T01:00:00","27.50","-79.50",,,"1","5","2","5","3","3","1",,,,,,,,,"10162","3","1","8","264",,"260","259",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"3ETA8","2024-09-01T01:00:00","23.60","-79.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10126","1","14","8","272",,"266","265",,,,,"A",,"A","A",,,,,,,"242","39","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"3FPQ9","2024-09-01T01:00:00","26.20","-78.90",,,"1","5","2","5","1","3","1",,,,,,,,,"10148",,,"8","269",,"262","259",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AAA",,"5",,,,,,,,,,,
"3FPS9","2024-09-01T01:00:00","26.20","-78.60",,,"1","5","2","5","5","1","1",,,,,,,,,"10147","0","4","8","271",,"257","251",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"4100010","2024-09-01T01:00:00","28.90","-78.50",,,"1","4","2","0","0","0","11","0","120","1","60",,,,,"10158",,,"0","279",,,"225","1","296",,,,"A",,,,"5","2","14","6","2","242","88","993","114","6","1","2","1","111111","11AAA11A11811A",,,"6",,,,,,,,,,"4"
"4100047","2024-09-01T01:00:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","127",,"24",,,,,"10173",,,"8","292",,,"253","9","300",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4101726","2024-09-01T01:00:00","26.53","-76.96",,,"1","3","2","5",,,"11",,,,,,,,,"10154",,,,,,,,,,,,,,,,,,,,,,"242","66","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"4402660","2024-09-01T01:00:00","26.86","-74.57",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","296",,,,,,,,,,,,,"242","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4402665","2024-09-01T01:00:00","26.58","-78.79",,,"1","3","2","5",,,"11",,,,,,,,,"10148",,,,,,,,,,,,,,,,,,,,,,"242","68","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"4402670","2024-09-01T01:00:00","20.97","-79.19",,,"1","4","2","5",,,"11",,,,,,,,,"10130",,,"8",,,,,"9","322",,,,,,,,,,,,,"242","9","798","172","7","0",,"1","5FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4804036","2024-09-01T01:00:00","28.85","-70.77",,,"1","3","2","5",,,"11",,,,,,,,,"10183",,,,,,,,,,,,,,,,,,,,,,"242","80","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,,,,
"5802000","2024-09-01T01:00:00","29.15","-71.79",,,"1","3","2","5",,,"11",,,,,,,,,"10179",,,,,,,,,,,,,,,,,,,,,,"242","91","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,,,,
"6203616","2024-09-01T01:00:00","21.04","-73.12",,,"1","3","2","5",,,"11",,,,,,,,,"10140",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"6203636","2024-09-01T01:00:00","23.18","-75.11",,,"1","3","2","5",,,"11",,,,,,,,,"10149",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"7810291","2024-09-01T01:00:00","26.71","-73.75",,,"1","3","2","5",,,"11",,,,,,,,,"10167",,,,,,,,,,,,,,,,,,,,,,"242","63","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,,,,
"9HA3047","2024-09-01T01:00:00","25.80","-77.60",,,"1","5","2","5","2","1","1",,,,,,,,,"10151","3","2","8",,,"202","190",,,,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","F6FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"9HA5296","2024-09-01T01:00:00","23.50","-79.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10131","3","8","8","276",,"274","273",,,,,"A",,"A","A",,,,,,,"242","39","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"9HA5677","2024-09-01T01:00:00","24.80","-79.40",,,"1","6","2","5","4","4","1",,"120","3","113","1","96",,"1",,"8","0","8","290",,"270","263","3","293","4","4","8","5","1","7",,,,,,,"242","49","798","172","5","1","2","1","111171","111A1911111AA7",,"5",,"1",,,,,,,,,
"AFE735V","2024-09-01T01:00:00","27.82","-74.16",,,"1","5","2","5","8","3","1",,"70",,"119",,,,,"10173","2","8",,,,,,,,,,,,,,,,,,,,"242","74","798","172","5","0",,"1","FF111F","11AAA1AAAAAAA1",,"5",,,,,,,,,,,
"AJB6RPY","2024-09-01T01:00:00","27.82","-74.16",,,"1","6","2","5","9",,"1",,,,,,,,,,,,"8",,,,,,"295",,,,,,,,,,,,,"242","74","798","172","5","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"5",,,,,,,,,,,
"C6ER7","2024-09-01T01:00:00","20.90","-74.30",,,"1","5","2","5","3","5","1",,,,,,,,,"10158","3","12","8","292",,"277","272",,,,,"A",,"A","A",,,,,,,"242","4","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6EY2","2024-09-01T01:00:00","25.80","-79.80",,,"1","5","2","5","8","5","1",,,,,,,,,"10134","1","16","8","275",,"248","238",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6FA2","2024-09-01T01:00:00","27.90","-79.20",,,"1","5","2","5","3","4","1",,,,,,,,,"10129","3","8","8","264",,"245","237",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6FG4","2024-09-01T01:00:00","25.70","-76.90",,,"1","5","2","5","1","3","1",,,,,,,,,"10150","5","2","8","256",,"238","231",,,,,"A",,"A","A",,,,,,,"242","56","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6GE4","2024-09-01T01:00:00","25.90","-78.00",,,"1","5","2","5","6","4","1",,,,,,,,,"10148","0","3","8","242",,"237","236",,,,,"A",,"A","A",,,,,,,"242","58","798","172","5","1","2","1","F2FF13","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6PT7","2024-09-01T01:00:00","25.10","-75.80",,,"1","5","2","5","1","3","1",,,,,,,,,"10160","3","16","8","282",,"282","282",,,,,"A",,"A","A",,,,,,,"242","55","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6XS8","2024-09-01T01:00:00","25.70","-77.60",,,"1","5","2","5","9",,"1",,,,,,,,,"10161","0","1","8","239",,"225","219",,,,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","F2FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"C6ZL6","2024-09-01T01:00:00","27.90","-79.60",,,"1","5","2","5","3","4","1",,,,,,,,,"10143","3","5","8","272",,"245","234",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"KCHV","2024-09-01T01:00:00","25.70","-80.00",,,"1","5","2","5","4","2","1",,,,,,,,,"10122","3","5","8","276",,"249","239",,,,,"A",,"A","A",,,,,,,"241","50","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"KPDL","2024-09-01T01:00:00","22.30","-70.60",,,"1","5","2","5","7","5","1",,,,,,,,,"10175","3","20",,,,,,,,,,"A",,"A","A",,,,,,,"242","20","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"5",,,,,,,,,,,
"MWY3SBU","2024-09-01T01:00:00","26.13","-79.86",,,"1","5","2","5","2","4","1",,"160",,"139",,,,,"10139","2","8","8","283",,,"240",,,,,,,,,,,,,,,"242","69","798","172","5","0",,"1","F11311","11AAA11A1AAAA1",,"5",,,,,,,,,,,
"SPGF1","2024-09-01T01:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","130","4","41",,,,,"10146","3","9","0","267",,,,,,,,,"A",,,,,,,,,"242","68","995","114","13","0",,"1","F1111F","11AAA11AAA8AA1","31",,"6",,,,,,,,,,"4"
"WDD7905","2024-09-01T01:00:00","26.50","-79.80",,,"1","5","2","5","8","3","1",,,,,,,,,"10131","3","8","8","283",,"275","272",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"WDJ4838","2024-09-01T01:00:00","25.20","-74.50",,,"1","5","2","5","3","5","1",,,,,,,,,"10157","3","5","8","286",,"254","242",,,,,"A",,"A","A",,,,,,,"242","54","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"WLSY","2024-09-01T01:00:00","26.00","-80.00",,,"1","5","2","5","6","1","1",,,,,,,,,"10131","3","7","8","274",,"249","239",,,,,"A",,"A","A",,,,,,,"241","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"WMKQ","2024-09-01T01:00:00","27.80","-79.90",,,"1","5","2","5","4","3","1",,,,,,,,,"10137","3","2","8","245",,"237","235",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,
"4100010","2024-09-01T01:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","122",,"57",,,,,"10157",,,"8","279",,,"226","9","296",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100047","2024-09-01T01:10:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","116",,"20",,,,,"10173",,,"8","292",,,"252","9","300",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100010","2024-09-01T01:20:00","28.90","-78.50",,,"1","5","2","5",,,"11",,"120","1","60",,,,,"10158",,,"8","279",,,"225",,,,,,,,,,,"3","14","6","2","242","88","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,,,,,
"4100047","2024-09-01T01:20:00","27.50","-71.50",,,"1","5","2","5",,,"11",,"110","1","20",,,,,"10175",,,"8","292",,,"252",,,,,,,,,,,"2","11","8","2","242","71","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,,,,,
"4100010","2024-09-01T01:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","122",,"56",,,,,"10160",,,"8","280",,,"229","9","296",,,,,,,,,,,,,"242","88","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100047","2024-09-01T01:30:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","103",,"18",,,,,"10176",,,"8","292",,,"253","9","299",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100010","2024-09-01T01:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","125",,"56",,,,,"10161",,,"8","280",,,"230","9","296",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100047","2024-09-01T01:40:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","103",,"22",,,,,"10176",,,"8","292",,,"253","9","299",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,
"4100010","2024-09-01T01:50:00","28.90","-78.50",,,"1","5","2","5",,,"11",,"120","1","50",,,,,"10162",,,"8","279",,,"229",,,,,,,,,,,"2","13","6","2","242","88","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,,,,,
"4100047","2024-09-01T01:50:00","27.50","-71.50",,,"1","5","2","5",,,"11",,"110","1","20",,,,,"10176",,,"8","292",,,"254",,,,,,,,,,,"2","12","9","2","242","71","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,,,,,
"3EBL5","2024-09-01T02:00:00","27.30","-79.30",,,"1","5","2","5","3","3","1",,,,,,,,,"10177","3","22","8","261",,"258","258",,,,,"A",,"A","A",,,,,,,"242","79","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,,,,,
