"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"4602622","2024-09-01T00:00:00","22.31","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,,"236","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602623","2024-09-01T00:00:00","23.02","-138.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"236","38","798","172","7","0",,"2","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,
"4602627","2024-09-01T00:00:00","26.03","-130.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"236","60","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5802023","2024-09-01T00:00:00","26.36","-132.40",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","62","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"5802046","2024-09-01T00:00:00","25.83","-132.19",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","52","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"6801849","2024-09-01T00:00:00","29.64","-132.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"236","92","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602553","2024-09-01T00:02:00","25.40","-130.74",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","234",,,,,,,,,,,,,"236","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2802053","2024-09-01T00:04:00","26.47","-131.88",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","61","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"4602739","2024-09-01T00:04:00","23.75","-139.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,,"236","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"6801858","2024-09-01T00:04:00","22.39","-134.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"236","24","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2802050","2024-09-01T00:59:00","29.03","-139.18",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","99","798","172","6","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,
"1801727","2024-09-01T01:00:00","21.93","-137.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,,"236","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1801755","2024-09-01T01:00:00","23.89","-139.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","241",,,,,,,,,,,,,"236","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1801756","2024-09-01T01:00:00","24.33","-133.30",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"236","43","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2802020","2024-09-01T01:00:00","24.62","-131.27",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","41","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"2802041","2024-09-01T01:00:00","20.40","-132.57",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","2","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"3801656","2024-09-01T01:00:00","21.42","-133.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,,"236","13","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4601805","2024-09-01T01:00:00","28.76","-135.92",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,,"236","85","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602548","2024-09-01T01:00:00","22.61","-137.12",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602606","2024-09-01T01:00:00","28.52","-134.41",,,"1","4","2","5",,,"11",,,,,,,,,"10223",,,"8",,,,,"9","240",,,,,,,,,,,,,"236","84","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602612","2024-09-01T01:00:00","20.02","-132.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"236","2","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602614","2024-09-01T01:00:00","27.15","-139.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,,"236","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602617","2024-09-01T01:00:00","27.15","-132.22",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,,"236","72","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602618","2024-09-01T01:00:00","25.75","-136.45",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"236","56","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602621","2024-09-01T01:00:00","25.71","-137.19",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","240",,,,,,,,,,,,,"236","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602622","2024-09-01T01:00:00","22.31","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,,"236","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602623","2024-09-01T01:00:00","23.02","-138.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"236","38","798","172","7","0",,"2","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,
"4602627","2024-09-01T01:00:00","26.02","-130.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"236","60","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5802023","2024-09-01T01:00:00","26.36","-132.40",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","62","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"5802046","2024-09-01T01:00:00","25.83","-132.20",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","52","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"6801849","2024-09-01T01:00:00","29.64","-132.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,,"236","92","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2802053","2024-09-01T01:04:00","26.47","-131.88",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","61","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"4602551","2024-09-01T01:04:00","23.44","-131.95",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,,"9","235",,,,,,,,,,,,,"236","31","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602553","2024-09-01T01:04:00","25.39","-130.75",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","234",,,,,,,,,,,,,"236","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602739","2024-09-01T01:04:00","23.75","-139.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,,"236","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2802050","2024-09-01T01:59:00","29.03","-139.18",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,,"236","99","798","172","6","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,
"1801727","2024-09-01T02:00:00","21.93","-137.72",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,,"236","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1801755","2024-09-01T02:00:00","23.89","-139.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","241",,,,,,,,,,,,,"236","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1801756","2024-09-01T02:00:00","24.33","-133.30",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"236","43","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2802020","2024-09-01T02:00:00","24.62","-131.27",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","41","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"2802041","2024-09-01T02:00:00","20.39","-132.56",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","2","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"2802053","2024-09-01T02:00:00","26.47","-131.87",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","61","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"3801656","2024-09-01T02:00:00","21.42","-133.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,,"236","13","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4601805","2024-09-01T02:00:00","28.76","-135.91",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,,"236","85","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602548","2024-09-01T02:00:00","22.62","-137.12",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602551","2024-09-01T02:00:00","23.45","-131.95",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","235",,,,,,,,,,,,,"236","31","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602553","2024-09-01T02:00:00","25.40","-130.75",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","234",,,,,,,,,,,,,"236","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602606","2024-09-01T02:00:00","28.52","-134.41",,,"1","4","2","5",,,"11",,,,,,,,,"10223",,,"8",,,,,"9","238",,,,,,,,,,,,,"236","84","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602612","2024-09-01T02:00:00","20.02","-132.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"236","2","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602614","2024-09-01T02:00:00","27.15","-139.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,,"236","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602617","2024-09-01T02:00:00","27.14","-132.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"236","72","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602618","2024-09-01T02:00:00","25.76","-136.46",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"236","56","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602621","2024-09-01T02:00:00","25.71","-137.20",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","239",,,,,,,,,,,,,"236","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602622","2024-09-01T02:00:00","22.32","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,,"236","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602623","2024-09-01T02:00:00","23.01","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"236","38","798","172","7","0",,"2","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,
"4602627","2024-09-01T02:00:00","26.02","-130.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"236","60","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602739","2024-09-01T02:00:00","23.76","-139.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,,"236","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5802023","2024-09-01T02:00:00","26.36","-132.40",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","62","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"5802046","2024-09-01T02:00:00","25.84","-132.21",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","52","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"6801849","2024-09-01T02:00:00","29.64","-132.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,,"236","92","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"WLSY","2024-09-01T02:00:00","25.90","-135.64",,,"1","5","2","5","9","0","1",,,,,,,,,"10138","1","16","8","275",,"243","231",,,,,"A",,"A","A",,,,,,,"236","55","798","172","5","0",,"2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,
"6801858","2024-09-01T02:04:00","22.43","-135.91",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"236","25","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1801727","2024-09-01T03:00:00","21.94","-137.73",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,,"236","17","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1801755","2024-09-01T03:00:00","23.89","-139.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","241",,,,,,,,,,,,,"236","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1801756","2024-09-01T03:00:00","24.34","-133.30",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"236","43","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2802020","2024-09-01T03:00:00","24.63","-131.27",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","41","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"2802041","2024-09-01T03:00:00","20.39","-132.56",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","2","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"2802050","2024-09-01T03:00:00","29.02","-139.17",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,,"236","99","798","172","6","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,
"2802053","2024-09-01T03:00:00","26.47","-131.86",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","61","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"3801656","2024-09-01T03:00:00","21.42","-133.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,,"236","13","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602548","2024-09-01T03:00:00","22.62","-137.11",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602606","2024-09-01T03:00:00","28.51","-134.40",,,"1","4","2","5",,,"11",,,,,,,,,"10223",,,"8",,,,,"9","237",,,,,,,,,,,,,"236","84","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4602612","2024-09-01T03:00:00","20.03","-132.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,,"236","2","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602614","2024-09-01T03:00:00","27.16","-139.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,,"236","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602617","2024-09-01T03:00:00","27.13","-132.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"236","72","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602618","2024-09-01T03:00:00","25.76","-136.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"236","56","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602621","2024-09-01T03:00:00","25.72","-137.20",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","239",,,,,,,,,,,,,"236","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602622","2024-09-01T03:00:00","22.33","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"236","21","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602623","2024-09-01T03:00:00","23.01","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"236","38","798","172","7","0",,"2","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,
"4602627","2024-09-01T03:00:00","26.02","-130.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,,"236","60","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602739","2024-09-01T03:00:00","23.76","-139.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","241",,,,,,,,,,,,,"236","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5802023","2024-09-01T03:00:00","26.36","-132.40",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","62","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"5802046","2024-09-01T03:00:00","25.84","-132.22",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","52","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,
"6801849","2024-09-01T03:00:00","29.65","-132.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,,"236","92","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4602551","2024-09-01T03:01:00","23.44","-131.95",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","235",,,,,,,,,,,,,"236","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"6801858","2024-09-01T03:04:00","22.41","-134.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"236","24","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2802050","2024-09-01T03:59:00","29.01","-139.18",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,,"236","99","798","172","6","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,
