"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"4101860","2024-09-01T02:00:00","21.13","-40.90",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,,"245","10","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-01T02:00:00","22.56","-40.26",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","277",,,,,,,,,,,,,"245","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4201523","2024-09-01T02:00:00","25.55","-49.34",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"245","59","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601782","2024-09-01T02:00:00","26.26","-46.04",,,"1","4","2","5",,,"11",,,,,,,,,"10207",,,"8",,,,,"9","285",,,,,,,,,,,,,"245","66","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203607","2024-09-01T02:00:00","24.86","-45.74",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","45","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-01T02:00:00","26.24","-44.80",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-01T02:00:00","29.00","-44.43",,,"1","4","2","5",,,"11",,,,,,,,,"10215",,,"8",,,,,"9","285",,,,,,,,,,,,,"245","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203784","2024-09-01T02:00:00","22.45","-49.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"245","29","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"6203842","2024-09-01T02:00:00","24.78","-49.22",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-01T02:00:00","25.66","-46.72",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","56","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-01T02:00:00","21.15","-48.97",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402619","2024-09-01T02:00:00","21.74","-49.90",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4402885","2024-09-01T02:03:00","25.85","-43.49",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","53","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301792","2024-09-01T02:04:00","20.86","-48.16",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","290",,,,,,,,,,,,,"245","8","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-01T03:00:00","26.56","-48.17",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","68","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301731","2024-09-01T03:00:00","20.90","-49.74",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,"9","291",,,,,,,,,,,,,"245","9","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-01T03:00:00","28.91","-44.22",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","281",,,,,,,,,,,,,"245","84","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-01T03:00:00","21.13","-40.90",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,,"245","10","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-01T03:00:00","22.56","-40.26",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","277",,,,,,,,,,,,,"245","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4201523","2024-09-01T03:00:00","25.56","-49.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"245","59","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4402885","2024-09-01T03:00:00","25.85","-43.49",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","53","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601782","2024-09-01T03:00:00","26.26","-46.05",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","285",,,,,,,,,,,,,"245","66","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203607","2024-09-01T03:00:00","24.86","-45.75",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","45","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-01T03:00:00","26.24","-44.80",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-01T03:00:00","29.00","-44.44",,,"1","4","2","5",,,"11",,,,,,,,,"10214",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203784","2024-09-01T03:00:00","22.45","-49.61",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"245","29","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"6203842","2024-09-01T03:00:00","24.78","-49.23",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-01T03:00:00","25.65","-46.73",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","285",,,,,,,,,,,,,"245","56","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-01T03:00:00","21.16","-48.97",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402619","2024-09-01T03:00:00","21.73","-49.91",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301792","2024-09-01T03:04:00","20.90","-48.14",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","290",,,,,,,,,,,,,"245","8","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-01T04:00:00","26.56","-48.16",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","68","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301731","2024-09-01T04:00:00","20.90","-49.74",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","291",,,,,,,,,,,,,"245","9","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301792","2024-09-01T04:00:00","20.90","-48.14",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","289",,,,,,,,,,,,,"245","8","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-01T04:00:00","28.91","-44.23",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","280",,,,,,,,,,,,,"245","84","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-01T04:00:00","21.12","-40.91",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,,"245","10","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-01T04:00:00","22.55","-40.27",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","277",,,,,,,,,,,,,"245","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4201523","2024-09-01T04:00:00","25.56","-49.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,,"245","59","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4402885","2024-09-01T04:00:00","25.85","-43.49",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","53","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601782","2024-09-01T04:00:00","26.26","-46.06",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","66","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203607","2024-09-01T04:00:00","24.86","-45.76",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","45","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-01T04:00:00","26.23","-44.81",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-01T04:00:00","29.00","-44.45",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203784","2024-09-01T04:00:00","22.45","-49.62",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"245","29","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"6203842","2024-09-01T04:00:00","24.79","-49.24",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-01T04:00:00","25.64","-46.73",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","285",,,,,,,,,,,,,"245","56","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-01T04:00:00","21.16","-48.96",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402619","2024-09-01T04:00:00","21.73","-49.91",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-01T05:00:00","26.57","-48.16",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","68","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301731","2024-09-01T05:00:00","20.90","-49.74",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,"9","290",,,,,,,,,,,,,"245","9","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-01T05:00:00","28.90","-44.24",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","280",,,,,,,,,,,,,"245","84","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-01T05:00:00","21.12","-40.91",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,,"245","10","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-01T05:00:00","22.54","-40.27",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","277",,,,,,,,,,,,,"245","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4201523","2024-09-01T05:00:00","25.56","-49.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,,"245","59","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601782","2024-09-01T05:00:00","26.26","-46.07",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","285",,,,,,,,,,,,,"245","66","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203607","2024-09-01T05:00:00","24.86","-45.77",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","45","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-01T05:00:00","26.23","-44.81",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-01T05:00:00","29.00","-44.46",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203784","2024-09-01T05:00:00","22.46","-49.63",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"245","29","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"6203842","2024-09-01T05:00:00","24.79","-49.24",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-01T05:00:00","25.63","-46.74",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,,"9","285",,,,,,,,,,,,,"245","56","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-01T05:00:00","21.16","-48.96",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402619","2024-09-01T05:00:00","21.73","-49.91",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
