"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"4101863","2024-09-01T01:00:00","21.86","-35.87",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","269",,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4402656","2024-09-01T01:00:00","26.57","-33.72",,,"1","3","2","5",,,"11",,,,,,,,,"10196",,,,,,,,,,,,,,,,,,,,,"246","63","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,
"4402676","2024-09-01T01:00:00","26.97","-38.85",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","276",,,,,,,,,,,,"246","68","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203639","2024-09-01T01:00:00","25.64","-39.14",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","276",,,,,,,,,,,,"246","59","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203846","2024-09-01T01:00:00","25.78","-38.23",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","274",,,,,,,,,,,,"246","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203894","2024-09-01T01:00:00","21.75","-32.83",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","266",,,,,,,,,,,,"246","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6501699","2024-09-01T01:00:00","29.56","-33.31",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"246","93","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6801791","2024-09-01T01:00:00","29.56","-31.62",,,"1","4","2","5",,,"11",,,,,,,,,"10216",,,"8",,,,,"9","265",,,,,,,,,,,,"246","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1801759","2024-09-01T01:59:00","27.37","-30.92",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"246","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301575","2024-09-01T02:00:00","28.24","-39.25",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246","89","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,
"1301735","2024-09-01T02:00:00","23.36","-39.67",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","278",,,,,,,,,,,,"246","39","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301798","2024-09-01T02:00:00","28.76","-39.35",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","280",,,,,,,,,,,,"246","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301820","2024-09-01T02:00:00","28.73","-31.61",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","265",,,,,,,,,,,,"246","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4100139","2024-09-01T02:00:00","20.02","-37.86",,,"1","4","2","5",,,"11",,"30",,"60",,,,,"10164",,,"8",,,,,"9","274",,,,,,,,,,,,"246","7","798","172","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,,,
"4101721","2024-09-01T02:00:00","28.09","-36.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,"246","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101863","2024-09-01T02:00:00","21.86","-35.88",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","269",,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4402656","2024-09-01T02:00:00","26.57","-33.73",,,"1","3","2","5",,,"11",,,,,,,,,"10192",,,,,,,,,,,,,,,,,,,,,"246","63","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,
"4402676","2024-09-01T02:00:00","26.98","-38.86",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,,"9","276",,,,,,,,,,,,"246","68","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203639","2024-09-01T02:00:00","25.65","-39.16",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","276",,,,,,,,,,,,"246","59","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203846","2024-09-01T02:00:00","25.78","-38.25",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","274",,,,,,,,,,,,"246","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203894","2024-09-01T02:00:00","21.75","-32.83",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","266",,,,,,,,,,,,"246","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6501699","2024-09-01T02:00:00","29.56","-33.30",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"246","93","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6801791","2024-09-01T02:00:00","29.56","-31.62",,,"1","4","2","5",,,"11",,,,,,,,,"10214",,,"8",,,,,"9","265",,,,,,,,,,,,"246","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301575","2024-09-01T03:00:00","28.23","-39.25",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246","89","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,
"1301735","2024-09-01T03:00:00","23.35","-39.67",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,"9","278",,,,,,,,,,,,"246","39","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301798","2024-09-01T03:00:00","28.75","-39.36",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","279",,,,,,,,,,,,"246","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301820","2024-09-01T03:00:00","28.73","-31.60",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,"9","265",,,,,,,,,,,,"246","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1801759","2024-09-01T03:00:00","27.37","-30.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"246","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4100139","2024-09-01T03:00:00","20.02","-37.86",,,"1","4","2","5",,,"11","5","56",,"76",,,,,"10158",,,"8",,,,,"9","274",,,,,,,,,,,,"246","7","798","172","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,,,
"4101721","2024-09-01T03:00:00","28.09","-36.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,"246","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101863","2024-09-01T03:00:00","21.87","-35.88",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","269",,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4402656","2024-09-01T03:00:00","26.57","-33.74",,,"1","3","2","5",,,"11",,,,,,,,,"10189",,,,,,,,,,,,,,,,,,,,,"246","63","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,
"4402676","2024-09-01T03:00:00","26.99","-38.86",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","276",,,,,,,,,,,,"246","68","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203639","2024-09-01T03:00:00","25.65","-39.17",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","276",,,,,,,,,,,,"246","59","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203846","2024-09-01T03:00:00","25.78","-38.26",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,"9","273",,,,,,,,,,,,"246","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203894","2024-09-01T03:00:00","21.75","-32.83",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","265",,,,,,,,,,,,"246","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6501699","2024-09-01T03:00:00","29.55","-33.30",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"246","93","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6801791","2024-09-01T03:00:00","29.56","-31.63",,,"1","4","2","5",,,"11",,,,,,,,,"10211",,,"8",,,,,"9","265",,,,,,,,,,,,"246","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1801759","2024-09-01T03:59:00","27.37","-30.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"246","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301575","2024-09-01T04:00:00","28.23","-39.26",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246","89","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,
"1301735","2024-09-01T04:00:00","23.35","-39.67",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","278",,,,,,,,,,,,"246","39","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301798","2024-09-01T04:00:00","28.75","-39.36",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","279",,,,,,,,,,,,"246","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301820","2024-09-01T04:00:00","28.74","-31.60",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","264",,,,,,,,,,,,"246","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4100139","2024-09-01T04:00:00","20.02","-37.86",,,"1","4","2","5",,,"11","5","48",,"71",,,,,"10154",,,"8",,,,,"9","274",,,,,,,,,,,,"246","7","798","172","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,,,
"4101721","2024-09-01T04:00:00","28.09","-36.26",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,"246","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101863","2024-09-01T04:00:00","21.87","-35.88",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","269",,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4402656","2024-09-01T04:00:00","26.57","-33.75",,,"1","3","2","5",,,"11",,,,,,,,,"10187",,,,,,,,,,,,,,,,,,,,,"246","63","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,
"4402676","2024-09-01T04:00:00","27.00","-38.85",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","276",,,,,,,,,,,,"246","78","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203639","2024-09-01T04:00:00","25.65","-39.18",,,"1","4","2","5",,,"11",,,,,,,,,"10185",,,"8",,,,,"9","276",,,,,,,,,,,,"246","59","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203846","2024-09-01T04:00:00","25.78","-38.27",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","273",,,,,,,,,,,,"246","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203894","2024-09-01T04:00:00","21.75","-32.83",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","265",,,,,,,,,,,,"246","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6501699","2024-09-01T04:00:00","29.55","-33.30",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"246","93","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6801791","2024-09-01T04:00:00","29.56","-31.63",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","265",,,,,,,,,,,,"246","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301575","2024-09-01T05:00:00","28.23","-39.27",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246","89","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,
"1301735","2024-09-01T05:00:00","23.34","-39.67",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","278",,,,,,,,,,,,"246","39","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301798","2024-09-01T05:00:00","28.74","-39.37",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","279",,,,,,,,,,,,"246","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301820","2024-09-01T05:00:00","28.74","-31.60",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,,"9","264",,,,,,,,,,,,"246","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1801759","2024-09-01T05:00:00","27.37","-30.94",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"246","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4100139","2024-09-01T05:00:00","20.02","-37.86",,,"1","4","2","5",,,"11",,,,,,,,,"10151",,,"8",,,,,"9","274",,,,,,,,,,,,"246","7","798","172","6","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,,,
"4101721","2024-09-01T05:00:00","28.08","-36.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,"246","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101863","2024-09-01T05:00:00","21.88","-35.88",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","269",,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4402656","2024-09-01T05:00:00","26.57","-33.76",,,"1","3","2","5",,,"11",,,,,,,,,"10184",,,,,,,,,,,,,,,,,,,,,"246","63","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,
"4402676","2024-09-01T05:00:00","27.00","-38.85",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","276",,,,,,,,,,,,"246","78","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203639","2024-09-01T05:00:00","25.65","-39.19",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","275",,,,,,,,,,,,"246","59","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203846","2024-09-01T05:00:00","25.79","-38.28",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","273",,,,,,,,,,,,"246","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203894","2024-09-01T05:00:00","21.75","-32.82",,,"1","4","2","5",,,"11",,,,,,,,,"10154",,,"8",,,,,"9","265",,,,,,,,,,,,"246","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6501699","2024-09-01T05:00:00","29.55","-33.31",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"246","93","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6801791","2024-09-01T05:00:00","29.56","-31.64",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","265",,,,,,,,,,,,"246","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1801759","2024-09-01T05:59:00","27.37","-30.95",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"246","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301575","2024-09-01T06:00:00","28.22","-39.28",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246","89","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,
"1301735","2024-09-01T06:00:00","23.33","-39.67",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","278",,,,,,,,,,,,"246","39","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301798","2024-09-01T06:00:00","28.74","-39.37",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,,"9","279",,,,,,,,,,,,"246","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301820","2024-09-01T06:00:00","28.75","-31.59",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,,"9","264",,,,,,,,,,,,"246","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4100139","2024-09-01T06:00:00","20.02","-37.86",,,"1","4","2","5",,,"11","5","69",,"63",,,,,"10149",,,"8",,,,,"9","274",,,,,,,,,,,,"246","7","798","172","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,,,
"4101721","2024-09-01T06:00:00","28.08","-36.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"246","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101863","2024-09-01T06:00:00","21.88","-35.89",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","269",,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4402656","2024-09-01T06:00:00","26.57","-33.77",,,"1","3","2","5",,,"11",,,,,,,,,"10184",,,,,,,,,,,,,,,,,,,,,"246","63","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,
"4402676","2024-09-01T06:00:00","27.02","-38.85",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","276",,,,,,,,,,,,"246","78","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203639","2024-09-01T06:00:00","25.65","-39.19",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","275",,,,,,,,,,,,"246","59","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203846","2024-09-01T06:00:00","25.79","-38.29",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","273",,,,,,,,,,,,"246","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203894","2024-09-01T06:00:00","21.75","-32.82",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","265",,,,,,,,,,,,"246","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6501699","2024-09-01T06:00:00","29.54","-33.31",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"246","93","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6801791","2024-09-01T06:00:00","29.55","-31.65",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","264",,,,,,,,,,,,"246","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
