"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"7XCL4WP","2023-09-02T17:00:00","22.52","60.09",,,"1","5","2","5","8","4","1",,,,,,,,,"10065","2","14","8","261",,,"245",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7KDL","2023-09-02T18:00:00","23.20","64.10",,,"1","6","2","5","2","3","1",,"200","3","46","1","98","1","1","10078","0",,"8","270","0","250","241","1","280","3","3","4","5","4","5",,"3","1",,,,"220","34","798","172","5","0",,"1","111111","111111111111A7","5",,"1",,,,,,,,,
"7KDL","2023-09-03T00:00:00","22.40","65.40",,,"1","6","2","5","3","3","1",,"210","3","46","1","98",,"1","10062","5","6","8","260","0","250","246","1","280",,,,,,,,,,,,,"220","25","798","172","5","0",,"1","111111","111A111111AAA1","5",,"1",,,,,,,,,
"7KDL","2023-09-03T02:00:00","21.20","66.50",,,"1","6","2","5","3","3","1",,"200","3","51","1","98","2","0","10088","0","10","8","290","0","280","276","1","280","1","1","1","6","4","5",,"3","1","22","3","2","220","16","798","172","5","0",,"2","111111","11111111111111","5",,"0",,,,,,,,,
"3E2529","2023-09-03T06:00:00","24.00","61.80",,,"1","6","2","5","0","0","1",,"230","4","46","1","98","3","2","10080","2","10","8","290","0","260","248","3","280",,,,,,,,,"2","36",,,"220","41","798","172","5","0",,"2","111111","1111111111A371","5",,"1","36",,,,,,,,
"7KDL","2023-09-03T08:00:00","20.00","67.60",,,"1","6","2","5","3","3","1",,"240","3","62","1","98","2","0","10065","5","10","8","290","0","270","262","1","290","2","2","1","6","4","5",,"3","1","20","3","2","220","7","798","172","5","0",,"2","111111","11111111111111","5",,"0",,,,,,,,,
"7KDL","2023-09-03T09:00:00","20.60","67.00",,,"1","6","2","5","3","4","1",,"230","3","57","1","98","2","2","10075","7",,"8","290","0","270","262","1","290","5","5","4","6","A","A",,"5","1","18","5","2","220","7","798","172","5","0",,"2","111111","11111111111117","5",,"2",,,,,,,,,
"3E2529","2023-09-03T12:00:00","23.70","61.60",,,"1","6","2","5","5","3","1",,"170","4","41","1","98","2","2","10040",,,"8","290","0","270","262","3","280","5","5","4","6","7","0",,"9","1","36",,,"220","31","798","172","5","0",,"2","111111","1111111111117A","5",,"2","36",,,,,,,,
"7KHY","2023-09-04T00:00:00","20.60","62.60",,,"1","6","2","5","7","4","1",,"220","4","62","1","98","2","1","10057","4","0","8","267","0","245","235","3","275","5","5","4","6","9","3",,,,,,,"220","2","798","172","5","0",,"1","111111","11111111111AA1","5",,"1",,,,,,,,,
"WMHA","2023-09-04T02:00:00","24.40","60.10",,,"1","5","2","5","2","3","1",,,,,,,,,"10044","3","15","8","266",,"253","248",,,,,"A",,"A","A",,,,,,,"220","40","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"D5RG3","2023-09-04T03:00:00","22.20","67.80",,,"1","6","2","5","7","4","1",,"150","4","41","1","98","3","1","10075",,,"8","280","0","250","237","3","290","3",,"4","5","9","8",,"1","1","25","8","2","220","27","798","172","5","0",,"2","111111","1111111111111A","5",,"1",,,,,,,,,
"TBWUK59","2023-09-04T03:00:00","21.77","61.33",,,"1","6","2","5","7","3","1",,,,,"1","97","2",,"10063","2","12","8","271",,"246","235","1","275","2","2","1","4","0","0",,"3","1","5","10","3","220","11","798","172","5","0",,"2","11FF11","1711A111111111","5",,,,,,,,,,,
"WMHA","2023-09-04T03:00:00","24.40","60.40",,,"1","5","2","5","2","3","1",,,,,,,,,"10052","3","22","8","271",,"253","246",,,,,"A",,"A","A",,,,,,,"220","40","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"TBWUK59","2023-09-04T04:00:00","22.05","61.07",,,"1","6","2","5","7","4","1","5",,,,"1","97","2","1","10073","2","9","8","271",,"251","242","1","300","4",,"6","2",,,,,"1",,,,"220","21","798","172","5","0",,"2","11FF11","171111111113A1","5",,"1",,,,,,,,,
"WMHA","2023-09-04T04:00:00","24.30","60.70",,,"1","5","2","5","2","4","1",,,,,,,,,"10056","1","20","8","277",,"253","244",,,,,"A",,"A","A",,,,,,,"220","40","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T05:00:00","24.30","61.00",,,"1","5","2","5","2","4","1",,,,,,,,,"10062","1","18","8","286",,"258","248",,,,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7KHY","2023-09-04T06:00:00","21.80","61.50",,,"1","6","2","5","7","3","1",,"230","4","51","1","98","3","2","10061","4","0","8","280","0","260","252","3","280","5","2","2","3","7","2",,"4","2","23","4","2","220","11","798","172","5","0",,"2","111111","11111111111111","5",,"2",,,,,,,,,
"9HYO7","2023-09-04T06:00:00","22.90","63.90",,,"1","6","2","5","3","4","1",,"150","4","62","1","97","0","0","10102","6","20","8","290",,,"250","1","283","2","2","0","6","6","0",,"4","2","22","6","3","220","23","798","172","5","1","2","2","111111","1111111A111111","5",,"0","26",,,,,,,,
"WMHA","2023-09-04T06:00:00","24.30","61.30",,,"1","5","2","5","2","4","1",,,,,,,,,"10063","0","11","8","292",,"261","250",,,,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T07:00:00","24.30","61.70",,,"1","5","2","5","2","4","1",,,,,,,,,"10058","0","2","8","298",,"264","252",,,,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T08:00:00","24.30","62.00",,,"1","5","2","5","2","4","1",,,,,,,,,"10055","8","7","8","301",,"264","252",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T09:00:00","24.30","62.30",,,"1","5","2","5","2","4","1",,,,,,,,,"10050","8","14","8","315",,"273","259",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T10:00:00","24.30","62.60",,,"1","5","2","5","2","4","1",,,,,,,,,"10043","8","15","8","321",,"277","262",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T11:00:00","24.30","62.80",,,"1","5","2","5","2","4","1",,,,,,,,,"10037","6","18","8","301",,"267","256",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7KHY","2023-09-04T12:00:00","22.90","60.40",,,"1","6","2","5","7","3","1",,"190","4","103","1","97","2","1","10076","4","0","8","282","0","259","250","3","287","4","4","5","5","4","3",,"4","2","20","4","2","220","20","798","172","5","0",,"2","111311","11111111111111","5",,"1",,,,,,,,,
"V7A4868","2023-09-04T12:00:00","20.40","63.70",,,"1","5","2","5","9",,"1",,"10","4","62","1","93",,,,,,"8","280",,,,,,"2",,,"A",,,,,"1",,,,"220","3","798","172","5","1","2","2","F112FF","111AAA1AAA13AA","5",,,,,,,,,,,
"WMHA","2023-09-04T12:00:00","24.30","63.10",,,"1","5","2","5","2","3","1",,,,,,,,,"10037","6","13","8","297",,"264","253",,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T14:00:00","24.30","63.60",,,"1","5","2","5","2","3","1",,,,,,,,,"10038","0","1","8","269",,"249","242",,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T15:00:00","24.30","63.90",,,"1","5","2","5","2","3","1",,,,,,,,,"10042","3","6","8","264",,"247","240",,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T16:00:00","24.30","64.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10050","3","11","8","262",,"245","239",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T17:00:00","24.30","64.30",,,"1","5","2","5","2","3","1",,,,,,,,,"10056","3","18","8","262",,"244","237",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T18:00:00","24.30","64.60",,,"1","5","2","5","2","3","1",,,,,,,,,"10056","1","14","8","260",,"243","237",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T20:00:00","24.30","65.10",,,"1","4","0","0","2","3","1",,,,,,,,,"10050","8","6","0","259","0","242","236",,,,,,"A",,,,,,,,,"220","45","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,,,,,,,,"4"
"WMHA","2023-09-04T21:00:00","24.30","65.30",,,"1","5","2","5","2","3","1",,,,,,,,,"10050","6","6","8","259",,"243","237",,,,,"A",,"A","A",,,,,,,"220","45","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-04T22:00:00","24.30","65.60",,,"1","4","0","0","2","3","1",,,,,,,,,"10046","8","7","0","261","0","244","238",,,,,,"A",,,,,,,,,"220","45","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,,,,,,,,"4"
"WMHA","2023-09-05T00:00:00","24.30","66.10",,,"1","5","2","5","2","3","1",,,,,,,,,"10049","5","1","8","267",,"247","240",,,,,"A",,"A","A",,,,,,,"220","46","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T01:00:00","24.30","66.30",,,"1","5","2","5","2","3","1",,,,,,,,,"10050","3","4","8","266",,"248","241",,,,,"A",,"A","A",,,,,,,"220","46","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T02:00:00","24.40","66.50",,,"1","5","2","5","2","3","1",,,,,,,,,"10055","3","7","8","267",,"249","242",,,,,"A",,"A","A",,,,,,,"220","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"D5RG3","2023-09-05T03:00:00","24.70","60.10",,,"1","6","2","5","6","4","1",,"140","4","15","1","97","1","1","10058",,,"8","280","0","260","252","3","285","1",,"4","5","1","5","0","0","0","27","7","2","220","40","798","172","5","0",,"2","111111","1111111111111A","5",,"1",,,,,,,,,
"WMHA","2023-09-05T03:00:00","24.40","66.80",,,"1","5","2","5","2","3","1",,,,,,,,,"10060","3","11","8","274",,"253","245",,,,,"A",,"A","A",,,,,,,"220","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"DGZS2","2023-09-05T06:00:00","20.90","69.40",,,"1","6","2","5","7","3","1",,"300","4","51","1","97","2","0","10080","0","2","8","295","0","260","248","1","290","3","2","1","4","0","1","0","2","0","27","6","2","220","9","798","172","5","0",,"2","111111","11111111111311","5",,"0",,,,,,,,,
"WMHA","2023-09-05T06:00:00","24.70","67.20",,,"1","5","2","5","1","3","1",,,,,,,,,"10054","8","6","8","305",,"270","258",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"TBWUK32","2023-09-05T07:00:00","22.20","61.20",,,"1","4","0","0","7","3","1","0","290","4","103",,"98","2","2","10050","4","0","0","270","0","240","226","1","270",,,"7","A","A","A",,"4","3","38","4","4","220","21","992","114","5","1","2","2","113111","11111111118111",,"1","2",,,,,,,,,"4"
"WMHA","2023-09-05T07:00:00","24.70","67.30",,,"1","5","2","5","1","2","1",,,,,,,,,"10052","8","10","8","289",,"260","249",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T08:00:00","24.70","67.30",,,"1","4","0","0","1","1","1",,,,,,,,,"10051","6","11","0","297","0","262","250",,,,,,"A",,,,,,,,,"220","47","992","114","5","0",,"2","F1FF11","1AAAA1111A8AA1",,"1",,,,,,,,,,"4"
"WMHA","2023-09-05T09:00:00","24.70","67.30",,,"1","5","2","5","2","1","1",,,,,,,,,"10045","8","9","8","292",,"261","250",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T10:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10042","8","11","8","294",,"262","252",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T11:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10033","8","17","8","320",,"277","263",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T12:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10033","6","12","8","312",,"272","258",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T13:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10035","5","7","8","292",,"261","250",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T14:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10041","3","8","8","275",,"251","242",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T15:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10045","3","12","8","269",,"250","243",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T16:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10053","3","18","8","265",,"249","243",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T17:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10058","3","16","8","262",,"250","245",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T18:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10056","0","11","8","259",,"248","244",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T19:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10055","0","2","8","258",,"248","245",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T20:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10054","8","4","8","259",,"250","247",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T21:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10050","8","6","8","260",,"252","249",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-05T22:00:00","24.70","67.30",,,"1","4","0","0","0","0","1",,,,,,,,,"10049","6","7","0","261","0","249","245",,,,,,"A",,,,,,,,,"220","47","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,,,,,,,,"4"
"WMHA","2023-09-05T23:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10050","5","3","8","261",,"251","247",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WMHA","2023-09-06T00:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10053","3","3","8","259",,"251","249",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T01:00:00","24.67","60.20",,,"1","5","2","5","2","4","1",,,,,,,,,"10039","2","15","8","275",,,"255",,,,,,,,,,,,,,,"220","40","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T02:00:00","24.67","60.52",,,"1","5","2","5","2","4","1",,,,,,,,,"10045","2","16","8","275",,,"251",,,,,,,,,,,,,,,"220","40","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMHA","2023-09-06T02:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10059","3","8","8","260",,"253","250",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T03:00:00","24.67","60.84",,,"1","5","2","5","2","4","1",,,,,,,,,"10054","2","19","8","275",,,"249",,,,,,,,,,,,,,,"220","40","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMHA","2023-09-06T03:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10063","3","10","8","278",,"258","251",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T04:00:00","24.67","61.16",,,"1","5","2","5","2","4","1",,,,,,,,,"10060","2","21","8","278",,,"245",,,,,,,,,,,,,,,"220","41","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMHA","2023-09-06T04:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10069","3","14","8","300",,"270","260",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T05:00:00","24.67","61.49",,,"1","5","2","5","2","4","1",,,,,,,,,"10066","2","21","8","283",,,"244",,,,,,,,,,,,,,,"220","41","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMHA","2023-09-06T05:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10072","1","13","8","309",,"274","262",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"3E2529","2023-09-06T06:00:00","24.10","61.30",,,"1","6","2","5","0","0","1",,"180","4","26","1","98","3","2","10070","2","10","8","290","0","270","262","3","290",,,,,,,,,"1","36",,,"220","41","798","172","5","0",,"2","111111","1111111111A371","5",,"2","36",,,,,,,,
