"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"WGEB","2023-09-01T02:00:00","28.20","-146.20",,,"1","5","2","5","5","5","1",,,,,,,,,"10294","6","12","8","245",,"208","189",,,,,"A",,"A","A",,,,,,"235","86","798","172","5","1","2","2","F1FF51","1AAAA1111A8AA1",,"5",,,,,,,,
"4602743","2023-09-01T02:03:00","28.99","-140.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","240",,,,,,,,,,,,"235","80","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602714","2023-09-01T02:04:00","23.95","-143.74",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","248",,,,,,,,,,,,"235","33","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602737","2023-09-01T02:04:00","24.62","-147.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","47","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"WDH6745","2023-09-01T02:24:00","26.61","-143.96",,,"1","5","2","5","9",,"1","5","55",,"103",,,,,"10180",,,,,,,,,,,,,,,,,,,,,"235","63","798","172","5","0",,"2","FF111F","11AAA1AAAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T02:42:00","26.58","-144.06",,,"1","5","2","5","9",,"1","5","51",,"93",,,,,"10190",,,"8","267",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"2","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T02:48:00","26.56","-144.09",,,"1","5","2","5","9",,"1","5","53",,"103",,,,,"10200",,,"8","263",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"2","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"2101690","2023-09-01T03:00:00","29.20","-147.29",,,"1","4","2","5",,,"11",,,,,,,,,"10235",,,"8",,,,,"9","250",,,,,,,,,,,,"235","97","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201844","2023-09-01T03:00:00","27.57","-140.79",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","241",,,,,,,,,,,,"235","70","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201845","2023-09-01T03:00:00","29.88","-144.76",,,"1","4","2","5",,,"11",,,,,,,,,"10237",,,"8",,,,,"9","249",,,,,,,,,,,,"235","94","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601744","2023-09-01T03:00:00","23.58","-141.49",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","238",,,,,,,,,,,,"235","31","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601753","2023-09-01T03:00:00","26.10","-142.54",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","243",,,,,,,,,,,,"235","62","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601763","2023-09-01T03:00:00","24.82","-144.52",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","246",,,,,,,,,,,,"235","44","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601775","2023-09-01T03:00:00","23.80","-145.87",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","249",,,,,,,,,,,,"235","35","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601777","2023-09-01T03:00:00","29.20","-141.65",,,"1","4","2","5",,,"11",,,,,,,,,"10228",,,"8",,,,,"9","247",,,,,,,,,,,,"235","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601840","2023-09-01T03:00:00","21.50","-144.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","14","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602743","2023-09-01T03:00:00","28.99","-140.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","239",,,,,,,,,,,,"235","80","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102612","2023-09-01T03:00:00","27.78","-147.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"235","77","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102777","2023-09-01T03:00:00","27.96","-148.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","78","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5103555","2023-09-01T03:00:00","28.38","-146.48",,,"1","4","2","5",,,"11",,,,,,,,,"10225",,,"8",,,,,"9","254",,,,,,,,,,,,"235","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103561","2023-09-01T03:00:00","27.91","-149.28",,,"1","4","2","5",,,"11",,,,,,,,,"10224",,,"8",,,,,"9","254",,,,,,,,,,,,"235","79","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103562","2023-09-01T03:00:00","26.84","-141.51",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,"9","239",,,,,,,,,,,,"235","61","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5201694","2023-09-01T03:00:00","29.20","-142.86",,,"1","4","2","5",,,"11",,,,,,,,,"10231",,,"8",,,,,"9","248",,,,,,,,,,,,"235","92","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"WGEB","2023-09-01T03:00:00","28.00","-146.50",,,"1","5","2","5","5","5","1",,,,,,,,,"10292","5","7","8","245",,"211","195",,,,,"A",,"A","A",,,,,,"235","86","798","172","5","1","2","2","F1FF31","1AAAA1111A8AA1",,"5",,,,,,,,
"4602737","2023-09-01T03:03:00","24.62","-147.26",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","47","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"WDH6745","2023-09-01T03:03:00","26.54","-144.17",,,"1","5","2","5","9",,"1","5","54",,"98",,,,,"10190",,,"8","257",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"2","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"4602714","2023-09-01T03:04:00","23.95","-143.74",,,"1","4","2","5",,,"11",,,,,,,,,"10181",,,"8",,,,,"9","248",,,,,,,,,,,,"235","33","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"WDH6745","2023-09-01T03:15:00","26.52","-144.24",,,"1","5","2","5","9",,"1","5","53",,"98",,,,,"10210",,,"8","253",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"2","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T03:24:00","26.50","-144.29",,,"1","5","2","5","9",,"1","5","54",,"103",,,,,"10210",,,"8","252",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"2","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T03:42:00","26.47","-144.39",,,"1","5","2","5","9",,"1","5","52",,"98",,,,,"10210",,,"8","244",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"2","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T03:45:00","26.47","-144.41",,,"1","5","2","5","9",,"1","5","55",,"98",,,,,"10220",,,"8","244",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T03:57:00","26.45","-144.47",,,"1","5","2","5","9",,"1",,"50",,"98",,,,,"10210",,,"8","242",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"2101690","2023-09-01T04:00:00","29.19","-147.29",,,"1","4","2","5",,,"11",,,,,,,,,"10236",,,"8",,,,,"9","250",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201844","2023-09-01T04:00:00","27.57","-140.78",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","241",,,,,,,,,,,,"235","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201845","2023-09-01T04:00:00","29.87","-144.76",,,"1","4","2","5",,,"11",,,,,,,,,"10240",,,"8",,,,,"9","249",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601744","2023-09-01T04:00:00","23.58","-141.49",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","238",,,,,,,,,,,,"235","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601753","2023-09-01T04:00:00","26.10","-142.54",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","243",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601763","2023-09-01T04:00:00","24.83","-144.53",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","246",,,,,,,,,,,,"235","44","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601775","2023-09-01T04:00:00","23.79","-145.87",,,"1","4","2","5",,,"11",,,,,,,,,"10178",,,"8",,,,,"9","249",,,,,,,,,,,,"235","35","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602737","2023-09-01T04:00:00","24.62","-147.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","47","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602743","2023-09-01T04:00:00","28.98","-140.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","239",,,,,,,,,,,,"235","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102612","2023-09-01T04:00:00","27.79","-147.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102777","2023-09-01T04:00:00","27.96","-148.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","78","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5103555","2023-09-01T04:00:00","28.38","-146.47",,,"1","4","2","5",,,"11",,,,,,,,,"10228",,,"8",,,,,"9","254",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103561","2023-09-01T04:00:00","27.91","-149.28",,,"1","4","2","5",,,"11",,,,,,,,,"10224",,,"8",,,,,"9","254",,,,,,,,,,,,"235","79","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103562","2023-09-01T04:00:00","26.84","-141.51",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","238",,,,,,,,,,,,"235","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5201694","2023-09-01T04:00:00","29.20","-142.86",,,"1","4","2","5",,,"11",,,,,,,,,"10233",,,"8",,,,,"9","248",,,,,,,,,,,,"235","92","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"WGEB","2023-09-01T04:00:00","27.80","-146.90",,,"1","5","2","5","5","5","1",,,,,,,,,"10291","6","3","8","242",,"210","195",,,,,"A",,"A","A",,,,,,"235","76","798","172","5","1","2","1","F1FF51","1AAAA1111A8AA1",,"5",,,,,,,,
"WDH6745","2023-09-01T04:06:00","26.43","-144.52",,,"1","5","2","5","9",,"1","5","53",,"103",,,,,"10210",,,"8","241",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T04:15:00","26.41","-144.57",,,"1","5","2","5","9",,"1","5","54",,"98",,,,,"10210",,,"8","242",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T04:18:00","26.41","-144.59",,,"1","5","2","5","9",,"1","5","51",,"103",,,,,"10210",,,"8","240",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T04:28:00","26.39","-144.64",,,"1","5","2","5","9",,"1",,"50",,"103",,,,,"10210",,,"8","237",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T04:34:00","26.38","-144.67",,,"1","5","2","5","9",,"1","5","54",,"98",,,,,"10210",,,"8","237",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T04:37:00","26.37","-144.69",,,"1","5","2","5","9",,"1","5","52",,"103",,,,,"10230",,,"8","237",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T04:40:00","26.37","-144.71",,,"1","5","2","5","9",,"1","5","53",,"98",,,,,"10220",,,"8","238",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T04:46:00","26.36","-144.74",,,"1","5","2","5","9",,"1","5","51",,"93",,,,,"10210",,,"8","237",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T04:49:00","26.35","-144.76",,,"1","5","2","5","9",,"1","5","51",,"98",,,,,"10220",,,"8","237",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"WDH6745","2023-09-01T04:52:00","26.34","-144.77",,,"1","5","2","5","9",,"1",,"50",,"103",,,,,"10220",,,"8","237",,,,,,,,,,,,,,,,,"235","64","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,
"2101690","2023-09-01T05:00:00","29.18","-147.29",,,"1","4","2","5",,,"11",,,,,,,,,"10239",,,"8",,,,,"9","249",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201844","2023-09-01T05:00:00","27.56","-140.78",,,"1","4","2","5",,,"11",,,,,,,,,"10216",,,"8",,,,,"9","241",,,,,,,,,,,,"235","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201845","2023-09-01T05:00:00","29.86","-144.77",,,"1","4","2","5",,,"11",,,,,,,,,"10243",,,"8",,,,,"9","249",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601744","2023-09-01T05:00:00","23.57","-141.49",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","238",,,,,,,,,,,,"235","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601753","2023-09-01T05:00:00","26.09","-142.54",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,,"9","242",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
