"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"4101724","2022-09-01T00:00:00","21.58","-69.82",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101755","2022-09-01T00:00:00","29.28","-60.91",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,,"9","297",,,,,,,,,,,,,"243","90","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101848","2022-09-01T00:00:00","26.42","-65.19",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,,"9","291",,,,,,,,,,,,,"243","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4102548","2022-09-01T00:00:00","20.17","-67.39",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","7","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4102549","2022-09-01T00:00:00","22.62","-63.74",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,,"9","292",,,,,,,,,,,,,"243","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4102632","2022-09-01T00:00:00","28.73","-68.96",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,,"9","304",,,,,,,,,,,,,"243","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4102667","2022-09-01T00:00:00","21.89","-61.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,,"243","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4401576","2022-09-01T00:00:00","28.48","-60.70",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,,"9","297",,,,,,,,,,,,,"243","80","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4401874","2022-09-01T00:00:00","24.32","-65.92",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,,"9","292",,,,,,,,,,,,,"243","45","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4402618","2022-09-01T00:00:00","28.80","-60.80",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,,"9","296",,,,,,,,,,,,,"243","80","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4402665","2022-09-01T00:00:00","24.01","-61.82",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,,"9","290",,,,,,,,,,,,,"243","41","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"6203615","2022-09-01T00:00:00","25.39","-65.53",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","55","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"6203627","2022-09-01T00:00:00","21.73","-68.64",,,"1","4","2","5",,,"11",,,,,,,,,"10151",,,"8",,,,,,"9","293",,,,,,,,,,,,,"243","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"6204563","2022-09-01T00:00:00","29.36","-66.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"243","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"EUMDE34","2022-09-01T00:00:00","21.00","-65.91",,,"1","5","2","5","3","5","1","5","25",,"43",,,,,"10149","7","3","8","284",,,,"235",,,,,,,,,,,,,,,"243","15","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,
"PCTTNBL","2022-09-01T00:00:00","20.71","-65.75",,,"1","5","2","5","1","4","1",,,,,,,,,"10146","4","0","8","284",,,,"232",,,,,,,,,,,,,,,"243","5","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,
"4100043","2022-09-01T00:10:00","21.03","-64.79",,,"1","5","2","5",,,"11","5","56",,"54",,,,,"10134",,,"8","286",,,,"255","9","294",,,,,,,,,,,,,"243","14","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100046","2022-09-01T00:10:00","23.82","-68.38",,,"1","5","2","5",,,"11","5","61",,"52",,,,,"10164",,,"8","288",,,,"258","9","295",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T00:10:00","27.49","-62.94",,,"1","5","2","5",,,"11",,"360",,"53",,,,,"10155",,,"8","286",,,,"251","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100043","2022-09-01T00:20:00","21.03","-64.79",,,"1","5","2","5",,,"11","5","57",,"55",,,,,"10134",,,"8","285",,,,"253","9","294",,,,,,,,,,,,,"243","14","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100046","2022-09-01T00:20:00","23.82","-68.38",,,"1","5","2","5",,,"11","5","59",,"55",,,,,"10165",,,"8","288",,,,"258","9","295",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T00:20:00","27.49","-62.94",,,"1","5","2","5",,,"11","5","1",,"58",,,,,"10155",,,"8","285",,,,"251","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100043","2022-09-01T00:30:00","21.03","-64.79",,,"1","5","2","5",,,"11","5","54",,"52",,,,,"10135",,,"8","285",,,,"254","9","294",,,,,,,,,,,,,"243","14","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100046","2022-09-01T00:30:00","23.82","-68.38",,,"1","5","2","5",,,"11",,"60",,"53",,,,,"10165",,,"8","288",,,,"258","9","295",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T00:30:00","27.49","-62.94",,,"1","5","2","5",,,"11","5","3",,"56",,,,,"10156",,,"8","284",,,,"252","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100043","2022-09-01T00:40:00","21.03","-64.79",,,"1","5","2","5",,,"11","5","55",,"54",,,,,"10136",,,"8","285",,,,"251","9","293",,,,,,,,,,,,,"243","14","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100046","2022-09-01T00:40:00","23.82","-68.38",,,"1","5","2","5",,,"11","5","56",,"58",,,,,"10167",,,"8","288",,,,"259","9","295",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T00:40:00","27.49","-62.94",,,"1","5","2","5",,,"11","5","7",,"50",,,,,"10155",,,"8","284",,,,"255","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100043","2022-09-01T00:50:00","21.00","-64.80",,,"1","5","2","5",,,"11",,"50","1","50",,,,,"10137",,,"8","285",,,,"254",,,,,,,,,,,"3","10","9","3","243","14","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,
"4100046","2022-09-01T00:50:00","23.82","-68.38",,,"1","5","2","5",,,"11","5","59",,"59",,,,,"10168",,,"8","288",,,,"258","9","295",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T00:50:00","27.50","-62.90",,,"1","5","2","5",,,"11",,"10","1","50",,,,,"10155",,,"8","283",,,,"255",,,,,,,,,,,"2","11","9","2","243","72","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,
"6204563","2022-09-01T00:59:00","29.35","-66.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1301570","2022-09-01T01:00:00","27.66","-60.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,,"243","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1501662","2022-09-01T01:00:00","25.28","-63.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,,"243","53","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"3201769","2022-09-01T01:00:00","28.30","-64.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"243","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"3201770","2022-09-01T01:00:00","28.64","-66.54",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"243","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4100043","2022-09-01T01:00:00","21.00","-64.80",,,"1","5","2","5",,,"11",,"40","1","50",,,,,"10138","3","11","8","285",,,,"255",,,,,,,,,,,,,,,"243","14","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,,,
"4100046","2022-09-01T01:00:00","23.80","-68.40",,,"1","5","2","5",,,"11",,"60","1","60",,,,,"10170","3","11","8","288",,,,"259",,,,,,,,,,,,,,,"243","38","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,,,
"4100049","2022-09-01T01:00:00","27.49","-62.94",,,"1","5","2","5",,,"11","5","16",,"48",,,,,"10156",,,"8","283",,,,"253","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4101644","2022-09-01T01:00:00","26.99","-65.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"243","65","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4101714","2022-09-01T01:00:00","29.51","-67.85",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","97","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101723","2022-09-01T01:00:00","27.33","-65.12",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101724","2022-09-01T01:00:00","21.57","-69.82",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101755","2022-09-01T01:00:00","29.27","-60.91",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,,"9","296",,,,,,,,,,,,,"243","90","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101848","2022-09-01T01:00:00","26.43","-65.18",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,,"9","291",,,,,,,,,,,,,"243","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4102548","2022-09-01T01:00:00","20.16","-67.40",,,"1","4","2","5",,,"11",,,,,,,,,"10146",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","7","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4102549","2022-09-01T01:00:00","22.62","-63.75",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,,"9","291",,,,,,,,,,,,,"243","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4102632","2022-09-01T01:00:00","28.73","-68.95",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,,"9","303",,,,,,,,,,,,,"243","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4401576","2022-09-01T01:00:00","28.48","-60.70",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,,"9","296",,,,,,,,,,,,,"243","80","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4401874","2022-09-01T01:00:00","24.32","-65.92",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,,"9","291",,,,,,,,,,,,,"243","45","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4402618","2022-09-01T01:00:00","28.79","-60.80",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,,"9","295",,,,,,,,,,,,,"243","80","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4402665","2022-09-01T01:00:00","24.01","-61.82",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,,"9","290",,,,,,,,,,,,,"243","41","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"6203615","2022-09-01T01:00:00","25.40","-65.53",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,,"9","293",,,,,,,,,,,,,"243","55","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"6203627","2022-09-01T01:00:00","21.73","-68.64",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,,"9","292",,,,,,,,,,,,,"243","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"9V8208","2022-09-01T01:00:00","26.20","-67.80",,,"1","6","2","5","1","4","1",,"50","3","26","1","98","1",,"10184","3","12","8","290",,"260",,"248","1","300",,,"A",,"A","A",,,,,,,"243","67","798","172","5","1","2","1","111111","1111A111118AA1",,"5",,,,,,
"EUMDE34","2022-09-01T01:00:00","20.81","-65.60",,,"1","5","2","5","3","5","1",,"20",,"49",,,,,"10150","2","3","8","282",,,,"238",,,,,,,,,,,,,,,"243","5","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,
"PCTTNBL","2022-09-01T01:00:00","20.87","-65.44",,,"1","5","2","5","1","5","1",,,,,,,,,"10149","2","4","8","287",,,,"233",,,,,,,,,,,,,,,"243","5","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,
"WTDH","2022-09-01T01:00:00","20.00","-65.50",,,"1","6","2","5","9",,"1",,"70","4","77",,,,,"10149",,,"8","284",,,,"233","3","295",,,"A",,"A","A",,,,,,,"243","5","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,,,
"4100043","2022-09-01T01:10:00","21.03","-64.79",,,"1","5","2","5",,,"11","5","39",,"51",,,,,"10138",,,"8","285",,,,"256","9","293",,,,,,,,,,,,,"243","14","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100046","2022-09-01T01:10:00","23.82","-68.38",,,"1","5","2","5",,,"11",,"60",,"59",,,,,"10168",,,"8","288",,,,"258","9","295",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T01:10:00","27.49","-62.94",,,"1","5","2","5",,,"11","5","22",,"44",,,,,"10157",,,"8","284",,,,"252","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100043","2022-09-01T01:20:00","21.03","-64.79",,,"1","5","2","5",,,"11","5","61",,"65",,,,,"10137",,,"8","284",,,,"256","9","293",,,,,,,,,,,,,"243","14","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100046","2022-09-01T01:20:00","23.82","-68.38",,,"1","5","2","5",,,"11","5","52",,"61",,,,,"10168",,,"8","288",,,,"254","9","295",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T01:20:00","27.49","-62.94",,,"1","5","2","5",,,"11","5","22",,"41",,,,,"10157",,,"8","285",,,,"253","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100043","2022-09-01T01:30:00","21.03","-64.79",,,"1","5","2","5",,,"11","5","102",,"78",,,,,"10137",,,"8","275",,,,"243","9","293",,,,,,,,,,,,,"243","14","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100046","2022-09-01T01:30:00","23.82","-68.38",,,"1","5","2","5",,,"11",,"60",,"59",,,,,"10169",,,"8","288",,,,"253","9","295",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T01:30:00","27.49","-62.94",,,"1","5","2","5",,,"11",,"20",,"38",,,,,"10157",,,"8","285",,,,"252","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100043","2022-09-01T01:40:00","21.03","-64.79",,,"1","5","2","5",,,"11","5","111",,"53",,,,,"10138",,,"8","270",,,,"247","9","293",,,,,,,,,,,,,"243","14","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100046","2022-09-01T01:40:00","23.82","-68.38",,,"1","5","2","5",,,"11","5","63",,"59",,,,,"10169",,,"8","288",,,,"253","9","294",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T01:40:00","27.49","-62.94",,,"1","5","2","5",,,"11","5","36",,"41",,,,,"10157",,,"8","286",,,,"249","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100043","2022-09-01T01:50:00","21.00","-64.80",,,"1","5","2","5",,,"11",,"60","1","40",,,,,"10138",,,"8","276",,,,"252",,,,,,,,,,,"3","10","10","3","243","14","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,
"4100046","2022-09-01T01:50:00","23.82","-68.38",,,"1","5","2","5",,,"11","5","55",,"61",,,,,"10168",,,"8","288",,,,"252","9","294",,,,,,,,,,,,,"243","38","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4100049","2022-09-01T01:50:00","27.50","-62.90",,,"1","5","2","5",,,"11",,"30","1","40",,,,,"10155",,,"8","286",,,,"249",,,,,,,,,,,"2","11","9","2","243","72","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,
"6204563","2022-09-01T01:59:00","29.35","-66.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1301570","2022-09-01T02:00:00","27.66","-60.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,,"243","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1501662","2022-09-01T02:00:00","25.27","-63.59",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","288",,,,,,,,,,,,,"243","53","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"3201769","2022-09-01T02:00:00","28.30","-64.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"243","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"3201770","2022-09-01T02:00:00","28.63","-66.54",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"243","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4100043","2022-09-01T02:00:00","21.00","-64.80",,,"1","4","2","0","0","0","11","0","50","1","60",,,,,"10137","2","6","0","284",,,,"254","1","293",,,,"A",,,,,,,,,"243","14","993","114","6","1","2","1","111111","11AAA11A118AA1",,,"6",,,,,"4"
"4100046","2022-09-01T02:00:00","23.80","-68.40",,,"1","4","2","0","0","0","11","0","50","1","60",,,,,"10168",,,"0","288",,,,"253","1","294",,,,"A",,,,,,,,,"243","38","993","114","6","1","2","1","111111","11AAA11A118AAA",,,"6",,,,,"4"
"4100049","2022-09-01T02:00:00","27.49","-62.94",,,"1","5","2","5",,,"11","5","43",,"34",,,,,"10154",,,"8","285",,,,"249","9","292",,,,,,,,,,,,,"243","72","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,
"4101644","2022-09-01T02:00:00","26.99","-65.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"243","65","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4101714","2022-09-01T02:00:00","29.50","-67.84",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","97","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101723","2022-09-01T02:00:00","27.34","-65.13",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101724","2022-09-01T02:00:00","21.57","-69.81",,,"1","4","2","5",,,"11",,,,,,,,,"10149",,,"8",,,,,,"9","293",,,,,,,,,,,,,"243","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101755","2022-09-01T02:00:00","29.26","-60.92",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,,"9","295",,,,,,,,,,,,,"243","90","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101848","2022-09-01T02:00:00","26.43","-65.18",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,,"9","290",,,,,,,,,,,,,"243","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4102548","2022-09-01T02:00:00","20.16","-67.41",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,,"9","293",,,,,,,,,,,,,"243","7","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4102549","2022-09-01T02:00:00","22.63","-63.75",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,,"9","291",,,,,,,,,,,,,"243","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
