"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","IND_FOR_PRECIP"
"4602718","2022-09-01T01:04:00","25.81","-128.50",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","219",,,,,,,,,,,,"237","58","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602741","2022-09-01T01:04:00","27.56","-124.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201843","2022-09-01T02:00:00","21.13","-128.99",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","239",,,,,,,,,,,,"237","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602529","2022-09-01T02:00:00","29.22","-124.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","206",,,,,,,,,,,,"237","94","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602531","2022-09-01T02:00:00","27.66","-124.68",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","213",,,,,,,,,,,,"237","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602532","2022-09-01T02:00:00","27.87","-123.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","212",,,,,,,,,,,,"237","73","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602555","2022-09-01T02:00:00","29.03","-123.02",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","203",,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602557","2022-09-01T02:00:00","29.10","-124.31",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","206",,,,,,,,,,,,"237","94","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602721","2022-09-01T02:00:00","22.40","-120.67",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","244",,,,,,,,,,,,"237","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602738","2022-09-01T02:00:00","27.11","-128.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,"237","78","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5102612","2022-09-01T02:00:00","23.27","-129.46",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","222",,,,,,,,,,,,"237","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602742","2022-09-01T02:02:00","22.51","-127.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","224",,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602527","2022-09-01T02:03:00","29.29","-127.02",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602528","2022-09-01T02:04:00","27.80","-122.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602706","2022-09-01T02:04:00","29.21","-125.79",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","208",,,,,,,,,,,,"237","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602714","2022-09-01T02:04:00","21.25","-129.73",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","241",,,,,,,,,,,,"237","19","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2022-09-01T02:04:00","25.02","-129.89",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","223",,,,,,,,,,,,"237","59","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602717","2022-09-01T02:04:00","25.56","-128.49",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","219",,,,,,,,,,,,"237","58","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2022-09-01T02:04:00","25.82","-128.52",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","219",,,,,,,,,,,,"237","58","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602737","2022-09-01T02:04:00","21.25","-125.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"237","15","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602741","2022-09-01T02:04:00","27.60","-126.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602745","2022-09-01T02:04:00","22.78","-120.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"237","20","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602746","2022-09-01T02:04:00","28.29","-124.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","214",,,,,,,,,,,,"237","84","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201843","2022-09-01T03:00:00","21.12","-128.99",,,"1","4","2","5",,,"11",,,,,,,,,"10144",,,"8",,,,,"9","239",,,,,,,,,,,,"237","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602527","2022-09-01T03:00:00","29.28","-127.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602529","2022-09-01T03:00:00","29.22","-124.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","205",,,,,,,,,,,,"237","94","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602532","2022-09-01T03:00:00","27.86","-123.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","212",,,,,,,,,,,,"237","73","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602555","2022-09-01T03:00:00","29.03","-123.02",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","203",,,,,,,,,,,,"237","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602557","2022-09-01T03:00:00","29.10","-124.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","205",,,,,,,,,,,,"237","94","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602738","2022-09-01T03:00:00","27.10","-128.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,"237","78","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602742","2022-09-01T03:00:00","22.51","-127.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","224",,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602745","2022-09-01T03:00:00","22.77","-120.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5102612","2022-09-01T03:00:00","23.26","-129.46",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,"237","39","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602746","2022-09-01T03:01:00","28.30","-124.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","214",,,,,,,,,,,,"237","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602528","2022-09-01T03:04:00","27.80","-122.11",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602531","2022-09-01T03:04:00","27.67","-124.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","213",,,,,,,,,,,,"237","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602714","2022-09-01T03:04:00","21.25","-129.73",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,"9","240",,,,,,,,,,,,"237","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2022-09-01T03:04:00","25.02","-129.89",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","222",,,,,,,,,,,,"237","59","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602737","2022-09-01T03:04:00","21.25","-126.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"237","16","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602741","2022-09-01T03:04:00","27.60","-124.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201843","2022-09-01T04:00:00","21.11","-129.00",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","238",,,,,,,,,,,,"237","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602527","2022-09-01T04:00:00","29.28","-127.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602529","2022-09-01T04:00:00","29.21","-124.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","205",,,,,,,,,,,,"237","94","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602531","2022-09-01T04:00:00","27.67","-124.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","213",,,,,,,,,,,,"237","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602555","2022-09-01T04:00:00","29.03","-123.01",,,"1","4","2","5",,,"11",,,,,,,,,"10141",,,"8",,,,,"9","203",,,,,,,,,,,,"237","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602557","2022-09-01T04:00:00","29.09","-124.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","205",,,,,,,,,,,,"237","94","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602738","2022-09-01T04:00:00","27.09","-128.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,"237","78","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602742","2022-09-01T04:00:00","22.51","-127.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","225",,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602745","2022-09-01T04:00:00","22.77","-120.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602532","2022-09-01T04:01:00","27.86","-123.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","212",,,,,,,,,,,,"237","73","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602528","2022-09-01T04:04:00","27.79","-122.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602706","2022-09-01T04:04:00","29.24","-125.38",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,"9","208",,,,,,,,,,,,"237","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602714","2022-09-01T04:04:00","21.25","-129.73",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","240",,,,,,,,,,,,"237","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2022-09-01T04:04:00","25.03","-129.86",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","222",,,,,,,,,,,,"237","59","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2022-09-01T04:04:00","25.82","-128.52",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","219",,,,,,,,,,,,"237","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602737","2022-09-01T04:04:00","21.26","-126.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"237","16","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602741","2022-09-01T04:04:00","27.60","-125.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","215",,,,,,,,,,,,"237","75","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602746","2022-09-01T04:04:00","28.31","-124.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","214",,,,,,,,,,,,"237","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602527","2022-09-01T05:00:00","29.27","-127.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","214",,,,,,,,,,,,"237","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602529","2022-09-01T05:00:00","29.21","-124.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","205",,,,,,,,,,,,"237","94","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602531","2022-09-01T05:00:00","27.68","-124.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","213",,,,,,,,,,,,"237","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602742","2022-09-01T05:00:00","22.51","-127.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","224",,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5102612","2022-09-01T05:00:00","23.24","-129.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,"237","39","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602557","2022-09-01T05:01:00","29.09","-124.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","205",,,,,,,,,,,,"237","94","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
