"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"VTWS","2016-09-07T00:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,,,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCFF","11AAAA1AAA8AAA","6",,"4"
"VTWS","2016-09-07T03:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"9V9574","2016-09-07T06:00:00","21.00","87.90",,,"1","4","0","0","0","0","1","0","260","4","82","97","2","2","10080","6","10","3","310","0","270",,"260","3","300","8","8","3","6","7","7","222","17","992","114","5","1","2","2","111111","11111111111AA1","1","2","4"
"VTWS","2016-09-07T06:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-07T09:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-07T12:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-07T15:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"9V9574","2016-09-07T18:00:00","21.00","87.90",,,"1","4","0","0","0","0","1","0","220","3","67","97","2","2","10090","4","0","3","280","0","250",,"240","3","300","8","7","3","5","6","3","222","17","992","114","5","1","2","1","111111","11111111111AA1","1","1","4"
"VTWS","2016-09-07T18:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-07T21:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-08T00:10:00","22.50","88.30",,,"1","4","2","0","4","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-08T03:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-08T06:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-08T12:10:00","22.50","88.30",,,"1","4","2","0",,,"1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-08T15:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"9V9574","2016-09-08T18:00:00","21.00","87.90",,,"1","4","0","0","0","0","1","0","170","4","87","97","2","2","10100","1","10","3","290","0","270",,"260","3","310","8","8","2","6","4","5","222","17","992","114","5","1","2","1","111111","11111111111AA1","1","2","4"
"VTWS","2016-09-08T18:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-08T21:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-09T00:10:00","22.50","88.30",,,"1","4","2","0","4","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-09T03:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"9V9574","2016-09-09T06:00:00","21.00","87.90",,,"1","4","0","0","0","0","1","0","170","4","77","97","1","2","10100","4","0","3",,"0",,,,"3","310","8","8","2","5","8","9","222","17","992","114","5","1","2","2","171116","11111199911AA1","1","1","4"
"VTWS","2016-09-09T06:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-09T09:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-09T12:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-09T15:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-09T18:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-09T21:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"9V9574","2016-09-09T23:00:00","21.00","87.90",,,"1","4","0","0","0","0","1","0","180","4","62","97","2","2","10110","1","10","3","270","0","250",,"240","3","300","7","7","8","5","8","8","222","17","992","114","5","0",,"1","111111","11111111111AA1","1","2","4"
"VTWS","2016-09-10T00:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-10T03:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"9V9574","2016-09-10T06:00:00","21.00","87.90",,,"1","4","0","0","0","0","1","0","210","4","10","97","1","2","10090","6","10","3",,"0",,,,"3","310","8","8","3","7","8","9","222","17","992","114","5","1","2","2","171116","11111199911AA1","1","1","4"
"VTWS","2016-09-10T06:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-10T09:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA16A6A8AAA","6",,"4"
"VTWS","2016-09-10T12:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-10T15:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"9V9574","2016-09-10T18:00:00","21.00","87.90",,,"1","4","0","0","0","0","1","0","180","4","87","97","2","1","10100","4","0","3","310","0","280",,"270","3","310","6","6","1","4","8","4","222","17","992","114","5","1","2","1","111111","11111111111AA1","1","1","4"
"VTWS","2016-09-10T18:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-10T21:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-11T00:10:00","22.50","88.30",,,"1","4","2","0","4","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-11T03:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"9V9574","2016-09-11T06:00:00","21.00","87.90",,,"1","4","0","0","0","0","1","0","150","4","57","97","50","2","10100","4","0","3",,"0",,,,"3","310","6","5","3","4","8","9","222","17","992","114","5","1","2","2","171116","11111199911AA1","1","2","4"
"VTWS","2016-09-11T06:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-11T09:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-11T12:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-11T15:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-11T18:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-11T21:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-12T00:10:00","22.50","88.30",,,"1","4","2","0","2","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-12T03:10:00","22.50","88.30",,,"1","4","2","0","6","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-12T06:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-12T09:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-12T12:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","2","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-12T15:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTWS","2016-09-12T18:10:00","22.50","88.30",,,"1","4","2","0","8","0","1","0",,"1",,,,,,,,"0",,,,"1",,,,,,,"A",,,"222","28","992","114","5","1","2","1","FCCCCC","11AAA11A1A8AAA","6",,"4"
"VTZJ","2016-09-12T20:59:00","20.50","88.50",,,"1","4","2","0","7","3","1","0","160","1","30",,,,"10075",,,"0","290",,,"1","264",,,,,,"A",,,"222","8","992","114","5","1","2","1","F11111","11AAA11A1A8AAA","6",,"4"
