"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"5100101","2020-09-01T04:10:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","72",,"100",,,,,"10168",,,"8","270",,"228","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-01T04:20:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","77",,"99",,,,,"10176",,,"8","271",,"225","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-01T04:20:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","71",,"101",,,,,"10168",,,"8","270",,"227","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-01T04:30:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","75",,"98",,,,,"10178",,,"8","270",,"226","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-01T04:30:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","72",,"102",,,,,"10169",,,"8","270",,"225","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-01T04:40:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","78",,"96",,,,,"10178",,,"8","270",,"228","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-01T04:40:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","69",,"101",,,,,"10170",,,"8","270",,"227","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-01T04:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","90",,,,,"10180",,,,"270",,"230","1","271",,,,,,,"8","4","31","14","2","233","42","793","103","6","1","2","2","111111","11AAA11A11A13A",,,"6",,"4"
"5100101","2020-09-01T04:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","100",,,,,"10171",,,,"270",,"228","1","271",,,,,,,"8","4","15","14","2","233","42","793","103","6","1","2","2","111111","11AAA11A11A13A",,,"6",,"4"
"1401675","2020-09-01T05:00:00","29.82","-166.63",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","271",,,,,,,,,,,,"233","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2101528","2020-09-01T05:00:00","24.11","-162.16",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,"9","271",,,,,,,,,,,,"233","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3201764","2020-09-01T05:00:00","27.25","-161.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","271",,,,,,,,,,,,"233","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301608","2020-09-01T05:00:00","29.42","-168.90",,,"1","4","2","5",,,"11",,,,,,,,,"10211",,,"8",,,,"9","274",,,,,,,,,,,,"233","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2020-09-01T05:00:00","27.60","-163.40",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,"9","274",,,,,,,,,,,,"233","73","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600929","2020-09-01T05:00:00","25.54","-160.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","245",,,,,,,,,,,,"233","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4601655","2020-09-01T05:00:00","20.40","-166.85",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,"9","282",,,,,,,,,,,,"233","6","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601712","2020-09-01T05:00:00","24.86","-160.75",,,"1","4","2","5",,,"11",,,,,,,,,"10185",,,"8",,,,"9","270",,,,,,,,,,,,"233","40","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601714","2020-09-01T05:00:00","24.93","-163.42",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,"9","273",,,,,,,,,,,,"233","43","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601779","2020-09-01T05:00:00","23.02","-163.53",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,"9","273",,,,,,,,,,,,"233","33","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-01T05:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","70","1","90",,,,,"10180",,,"0","270",,"230","1","271",,,,"A",,,"8","4","31","14","2","233","42","993","114","6","1","2","2","111111","11AAA11A11813A",,,"6",,"4"
"5100101","2020-09-01T05:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","100",,,,,"10173","3","8",,"270",,"229","1","271",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,"4"
"5102598","2020-09-01T05:00:00","25.47","-167.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","273",,,,,,,,,,,,"233","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102704","2020-09-01T05:00:00","28.05","-161.03",,,"1","4","2","5",,,"11",,,,,,,,,"10217",,,"8",,,,"9","271",,,,,,,,,,,,"233","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102733","2020-09-01T05:01:00","28.01","-161.04",,,"1","4","2","5",,,"11",,,,,,,,,"10217",,,"8",,,,"9","274",,,,,,,,,,,,"233","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
